locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLMJLKIP_00418	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
PLMJLKIP_00419	CDS	402	crl			Sigma factor-binding protein Crl
PLMJLKIP_00420	CDS	1245				hypothetical protein
PLMJLKIP_00421	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
PLMJLKIP_00422	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
PLMJLKIP_00423	CDS	282				hypothetical protein
PLMJLKIP_00424	CDS	510				hypothetical protein
PLMJLKIP_00425	CDS	615	prfA_1		COG0216	Peptide chain release factor 1
PLMJLKIP_00426	CDS	1140	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
PLMJLKIP_00427	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
PLMJLKIP_00428	CDS	198	yafO	3.1.-.-		mRNA interferase toxin YafO
PLMJLKIP_00429	CDS	294	yafN		COG2161	Antitoxin YafN
PLMJLKIP_00430	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
PLMJLKIP_00431	CDS	636	lafU		COG1360	Chemotaxis protein LafU
PLMJLKIP_00432	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
PLMJLKIP_00433	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
PLMJLKIP_00434	CDS	759				hypothetical protein
PLMJLKIP_00435	CDS	741				hypothetical protein
PLMJLKIP_00436	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
PLMJLKIP_00437	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
PLMJLKIP_00438	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
PLMJLKIP_00439	CDS	474	ivy			Inhibitor of vertebrate lysozyme
PLMJLKIP_00440	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
PLMJLKIP_00441	CDS	489				hypothetical protein
PLMJLKIP_00442	CDS	504				hypothetical protein
PLMJLKIP_00443	CDS	1683	glcA		COG1620	Glycolate permease GlcA
PLMJLKIP_00444	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
PLMJLKIP_00445	CDS	405				hypothetical protein
PLMJLKIP_00446	CDS	1224	lutA_1			Lactate utilization protein A
PLMJLKIP_00447	CDS	1053				hypothetical protein
PLMJLKIP_00448	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
PLMJLKIP_00449	CDS	765	glcC		COG2186	Glc operon transcriptional activator
PLMJLKIP_00450	CDS	1143	yghO			Protein YghO
PLMJLKIP_00451	CDS	1692		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD26
PLMJLKIP_00452	CDS	915	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
PLMJLKIP_00453	CDS	249	acpP_1			Acyl carrier protein
PLMJLKIP_00454	CDS	1173	bioF_1	2.3.1.47		8-amino-7-oxononanoate synthase
PLMJLKIP_00455	CDS	1080	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
PLMJLKIP_00456	CDS	1071				hypothetical protein
PLMJLKIP_00457	CDS	561	ytfJ_1		COG3054	putative protein YtfJ
PLMJLKIP_00458	CDS	825				hypothetical protein
PLMJLKIP_00459	CDS	1350				hypothetical protein
PLMJLKIP_00460	CDS	759				hypothetical protein
PLMJLKIP_00461	CDS	699				hypothetical protein
PLMJLKIP_00462	CDS	693				hypothetical protein
PLMJLKIP_00463	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
PLMJLKIP_00464	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
PLMJLKIP_00465	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
PLMJLKIP_00466	CDS	603				IS3 family transposase IS1397
PLMJLKIP_00467	CDS	135				hypothetical protein
PLMJLKIP_00468	CDS	963				hypothetical protein
PLMJLKIP_00469	CDS	1572				hypothetical protein
PLMJLKIP_00470	CDS	840				hypothetical protein
PLMJLKIP_00471	CDS	1959	vgrG1_2	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
PLMJLKIP_00472	CDS	120				hypothetical protein
PLMJLKIP_00473	CDS	519	hcpA_1		COG3157	Major exported protein
PLMJLKIP_00474	CDS	504				hypothetical protein
PLMJLKIP_00475	CDS	1485				hypothetical protein
PLMJLKIP_00476	CDS	426				hypothetical protein
PLMJLKIP_00477	CDS	1842				hypothetical protein
PLMJLKIP_00478	CDS	1050				hypothetical protein
PLMJLKIP_00479	CDS	1281				hypothetical protein
PLMJLKIP_00480	CDS	525				hypothetical protein
PLMJLKIP_00481	CDS	1347				hypothetical protein
PLMJLKIP_00482	CDS	774				hypothetical protein
PLMJLKIP_00483	CDS	2733	clpV1		COG0542	Protein ClpV1
PLMJLKIP_00484	CDS	744				hypothetical protein
PLMJLKIP_00485	CDS	1443				hypothetical protein
PLMJLKIP_00486	CDS	3528				hypothetical protein
PLMJLKIP_00487	CDS	1359				hypothetical protein
PLMJLKIP_00488	CDS	480	hcpA_2		COG3157	Major exported protein
PLMJLKIP_00489	CDS	786				hypothetical protein
PLMJLKIP_00490	tRNA	77				tRNA-Asp(gtc)
PLMJLKIP_00491	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
PLMJLKIP_00492	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
PLMJLKIP_00493	CDS	723				hypothetical protein
PLMJLKIP_00494	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
PLMJLKIP_00495	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
PLMJLKIP_00496	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
PLMJLKIP_00497	CDS	780				hypothetical protein
PLMJLKIP_00498	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
PLMJLKIP_00499	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
PLMJLKIP_00500	tRNA	77				tRNA-Asp(gtc)
PLMJLKIP_00501	rRNA	111				5S ribosomal RNA
PLMJLKIP_00502	CDS	699				hypothetical protein
PLMJLKIP_00503	CDS	330				hypothetical protein
PLMJLKIP_00504	CDS	2562				hypothetical protein
PLMJLKIP_00505	CDS	435				hypothetical protein
PLMJLKIP_00506	CDS	423				hypothetical protein
PLMJLKIP_00507	CDS	741				hypothetical protein
PLMJLKIP_00508	CDS	396				hypothetical protein
PLMJLKIP_00509	CDS	579				hypothetical protein
PLMJLKIP_00510	CDS	354				hypothetical protein
PLMJLKIP_00511	CDS	399				hypothetical protein
PLMJLKIP_00512	CDS	765				hypothetical protein
PLMJLKIP_00513	CDS	762				hypothetical protein
PLMJLKIP_00514	CDS	276				hypothetical protein
PLMJLKIP_00515	CDS	543	nohA_1		COG4220	Prophage DNA-packing protein NohA
PLMJLKIP_00516	CDS	384				hypothetical protein
PLMJLKIP_00517	CDS	342				hypothetical protein
PLMJLKIP_00518	CDS	1041				hypothetical protein
PLMJLKIP_00519	CDS	423				Single-stranded DNA-binding protein
PLMJLKIP_00520	CDS	246				hypothetical protein
PLMJLKIP_00521	CDS	1818				hypothetical protein
PLMJLKIP_00522	CDS	300				hypothetical protein
PLMJLKIP_00523	CDS	321				hypothetical protein
PLMJLKIP_00524	CDS	366				hypothetical protein
PLMJLKIP_00525	CDS	105				hypothetical protein
PLMJLKIP_00526	CDS	876				hypothetical protein
PLMJLKIP_00527	CDS	228				hypothetical protein
PLMJLKIP_00528	CDS	1236				hypothetical protein
PLMJLKIP_00529	CDS	276				hypothetical protein
PLMJLKIP_00530	CDS	333				hypothetical protein
PLMJLKIP_00531	CDS	1320				hypothetical protein
PLMJLKIP_00532	CDS	1602				hypothetical protein
PLMJLKIP_00533	CDS	207				hypothetical protein
PLMJLKIP_00534	CDS	1926				hypothetical protein
PLMJLKIP_00535	CDS	546	nohA_2		COG4220	Prophage DNA-packing protein NohA
PLMJLKIP_00536	CDS	294				hypothetical protein
PLMJLKIP_00537	CDS	462				hypothetical protein
PLMJLKIP_00538	CDS	498	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
PLMJLKIP_00539	CDS	216				hypothetical protein
PLMJLKIP_00540	CDS	1083	ompD_1		COG3203	Outer membrane porin protein OmpD
PLMJLKIP_00541	CDS	384				hypothetical protein
PLMJLKIP_00542	CDS	990				hypothetical protein
PLMJLKIP_00543	CDS	798				hypothetical protein
PLMJLKIP_00544	CDS	198	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
PLMJLKIP_00545	CDS	222				hypothetical protein
PLMJLKIP_00546	CDS	369	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
PLMJLKIP_00547	CDS	375	cbtA_1			Cytoskeleton-binding toxin CbtA
PLMJLKIP_00548	CDS	195	yeeW			Protein YeeW
PLMJLKIP_00549	CDS	330				hypothetical protein
PLMJLKIP_00550	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
PLMJLKIP_00551	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
PLMJLKIP_00552	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
PLMJLKIP_00553	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
PLMJLKIP_00554	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
PLMJLKIP_00555	CDS	1005				hypothetical protein
PLMJLKIP_00556	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
PLMJLKIP_00557	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
PLMJLKIP_00558	CDS	825	yeeZ		COG0451	Protein YeeZ
PLMJLKIP_00559	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
PLMJLKIP_00560	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
PLMJLKIP_00561	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
PLMJLKIP_00562	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
PLMJLKIP_00563	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
PLMJLKIP_00564	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
PLMJLKIP_00565	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
PLMJLKIP_00566	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
PLMJLKIP_00567	CDS	981	wzzB		COG3765	Chain length determinant protein
PLMJLKIP_00568	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
PLMJLKIP_00569	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
PLMJLKIP_00570	CDS	399				hypothetical protein
PLMJLKIP_00571	CDS	1212				hypothetical protein
PLMJLKIP_00572	CDS	1131	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
PLMJLKIP_00573	CDS	1104	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
PLMJLKIP_00574	CDS	1035	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
PLMJLKIP_00575	CDS	1179				hypothetical protein
PLMJLKIP_00576	CDS	987				hypothetical protein
PLMJLKIP_00577	CDS	1089	rfbX		COG2244	Putative O-antigen transporter
PLMJLKIP_00578	CDS	1074				ISAs1 family transposase ISEc1
PLMJLKIP_00579	CDS	441				hypothetical protein
PLMJLKIP_00580	CDS	600				hypothetical protein
PLMJLKIP_00581	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
PLMJLKIP_00582	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
PLMJLKIP_00583	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
PLMJLKIP_00584	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
PLMJLKIP_00585	CDS	420	zraP		COG3678	Zinc resistance-associated protein
PLMJLKIP_00586	CDS	636				hypothetical protein
PLMJLKIP_00587	CDS	273	hupA			DNA-binding protein HU-alpha
PLMJLKIP_00588	CDS	591			COG3068	putative protein
PLMJLKIP_00589	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
PLMJLKIP_00590	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
PLMJLKIP_00591	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
PLMJLKIP_00592	CDS	477	rsd		COG3160	Regulator of sigma D
PLMJLKIP_00593	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PLMJLKIP_00594	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
PLMJLKIP_00595	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
PLMJLKIP_00596	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
PLMJLKIP_00597	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
PLMJLKIP_00598	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
PLMJLKIP_00599	CDS	540	htrC			Heat shock protein C
PLMJLKIP_00600	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
PLMJLKIP_00601	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PLMJLKIP_00602	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
PLMJLKIP_00603	CDS	498	rplJ		COG0244	50S ribosomal protein L10
PLMJLKIP_00604	CDS	705	rplA		COG0081	50S ribosomal protein L1
PLMJLKIP_00605	CDS	429	rplK		COG0080	50S ribosomal protein L11
PLMJLKIP_00606	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
PLMJLKIP_00607	CDS	384	secE		COG0690	Protein translocase subunit SecE
PLMJLKIP_00608	CDS	138	tufB		COG0050	Elongation factor Tu 2
PLMJLKIP_00609	CDS	141	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
PLMJLKIP_00610	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
PLMJLKIP_00611	CDS	1320				hypothetical protein
PLMJLKIP_00612	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
PLMJLKIP_00613	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
PLMJLKIP_00614	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
PLMJLKIP_00615	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
PLMJLKIP_00616	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
PLMJLKIP_00617	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
PLMJLKIP_00618	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
PLMJLKIP_00619	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
PLMJLKIP_00620	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
PLMJLKIP_00621	CDS	216	bdm			Protein bdm
PLMJLKIP_00622	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
PLMJLKIP_00623	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
PLMJLKIP_00624	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
PLMJLKIP_00625	CDS	171				hypothetical protein
PLMJLKIP_00626	CDS	279	higB_1	3.1.-.-		Endoribonuclease HigB
PLMJLKIP_00627	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
PLMJLKIP_00628	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
PLMJLKIP_00629	CDS	885	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
PLMJLKIP_00630	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
PLMJLKIP_00631	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
PLMJLKIP_00632	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
PLMJLKIP_00633	CDS	1101	ompD_2		COG3203	Outer membrane porin protein OmpD
PLMJLKIP_00634	CDS	1260				hypothetical protein
PLMJLKIP_00635	CDS	1257				hypothetical protein
PLMJLKIP_00636	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
PLMJLKIP_00637	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
PLMJLKIP_00638	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
PLMJLKIP_00639	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
PLMJLKIP_00640	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
PLMJLKIP_00641	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
PLMJLKIP_00642	CDS	717	cbdC			2-halobenzoate 1,2-dioxygenase electron transfer component
PLMJLKIP_00643	CDS	894	argP_2		COG0583	HTH-type transcriptional regulator ArgP
PLMJLKIP_00644	CDS	2145	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
PLMJLKIP_00645	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
PLMJLKIP_00646	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
PLMJLKIP_00647	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
PLMJLKIP_00648	CDS	897	cynR_1			HTH-type transcriptional regulator CynR
PLMJLKIP_00649	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
PLMJLKIP_00650	CDS	636	argO		COG1279	Arginine exporter protein ArgO
PLMJLKIP_00651	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
PLMJLKIP_00652	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
PLMJLKIP_00653	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
PLMJLKIP_00654	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
PLMJLKIP_00655	CDS	714	coaA_2	2.7.1.33		Pantothenate kinase
PLMJLKIP_00656	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
PLMJLKIP_00657	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
PLMJLKIP_00658	CDS	1278	yggP_1	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
PLMJLKIP_00659	CDS	1389	mtlA_1			PTS system mannitol-specific EIICB component
PLMJLKIP_00660	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
PLMJLKIP_00661	CDS	909	hflC_1		COG0330	Modulator of FtsH protease HflC
PLMJLKIP_00662	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
PLMJLKIP_00663	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
PLMJLKIP_00664	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
PLMJLKIP_00665	CDS	732				hypothetical protein
PLMJLKIP_00666	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
PLMJLKIP_00667	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
PLMJLKIP_00668	CDS	1395	galP			Galactose-proton symporter
PLMJLKIP_00669	CDS	456	sprT			Protein SprT
PLMJLKIP_00670	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
PLMJLKIP_00671	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PLMJLKIP_00672	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
PLMJLKIP_00673	CDS	636				hypothetical protein
PLMJLKIP_00674	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PLMJLKIP_00675	CDS	981	yggR_1		COG2805	putative protein YggR
PLMJLKIP_00676	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
PLMJLKIP_00677	CDS	567				hypothetical protein
PLMJLKIP_00678	CDS	291				hypothetical protein
PLMJLKIP_00679	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
PLMJLKIP_00680	CDS	1137	hemW		COG0635	Heme chaperone HemW
PLMJLKIP_00681	CDS	987			COG1638	Solute-binding protein
PLMJLKIP_00682	CDS	504				hypothetical protein
PLMJLKIP_00683	CDS	1302	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PLMJLKIP_00684	CDS	1008				hypothetical protein
PLMJLKIP_00685	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
PLMJLKIP_00686	CDS	720				hypothetical protein
PLMJLKIP_00687	CDS	327			COG3171	putative protein
PLMJLKIP_00688	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
PLMJLKIP_00689	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
PLMJLKIP_00690	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
PLMJLKIP_00691	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
PLMJLKIP_00692	CDS	1257	nupG			Nucleoside permease NupG
PLMJLKIP_00693	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
PLMJLKIP_00694	CDS	708				hypothetical protein
PLMJLKIP_00695	tRNA	76				tRNA-Phe(gaa)
PLMJLKIP_00696	CDS	1266	intS		COG0582	Prophage integrase IntS
PLMJLKIP_00697	CDS	1044				hypothetical protein
PLMJLKIP_00698	CDS	1014	xerC_2			Tyrosine recombinase XerC
PLMJLKIP_00699	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
PLMJLKIP_00700	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
PLMJLKIP_00701	CDS	348	emrE		COG2076	Multidrug transporter EmrE
PLMJLKIP_00702	CDS	840	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
PLMJLKIP_00703	CDS	204				hypothetical protein
PLMJLKIP_00704	CDS	1206	srpC		COG2059	putative chromate transport protein
PLMJLKIP_00705	CDS	306			COG1695	Transcriptional regulator
PLMJLKIP_00706	CDS	765				IS6 family transposase IS6100
PLMJLKIP_00707	CDS	585				hypothetical protein
PLMJLKIP_00708	CDS	1239	tap_1			Multidrug efflux pump Tap
PLMJLKIP_00709	CDS	906				hypothetical protein
PLMJLKIP_00710	CDS	678				hypothetical protein
PLMJLKIP_00711	CDS	1161				hypothetical protein
PLMJLKIP_00712	CDS	510				hypothetical protein
PLMJLKIP_00713	CDS	1155	xerC_3			Tyrosine recombinase XerC
PLMJLKIP_00714	CDS	825				hypothetical protein
PLMJLKIP_00715	CDS	1203				hypothetical protein
PLMJLKIP_00716	CDS	585	ais_1	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
PLMJLKIP_00717	CDS	459				hypothetical protein
PLMJLKIP_00718	CDS	819				hypothetical protein
PLMJLKIP_00719	CDS	1149	yggR_2		COG2805	putative protein YggR
PLMJLKIP_00720	CDS	291				hypothetical protein
PLMJLKIP_00721	CDS	552	pld	3.1.4.4		Phospholipase D
PLMJLKIP_00722	CDS	3768				hypothetical protein
PLMJLKIP_00723	CDS	348				hypothetical protein
PLMJLKIP_00724	CDS	693				hypothetical protein
PLMJLKIP_00725	CDS	984				hypothetical protein
PLMJLKIP_00726	CDS	1290				hypothetical protein
PLMJLKIP_00727	CDS	705				hypothetical protein
PLMJLKIP_00728	CDS	528				hypothetical protein
PLMJLKIP_00729	CDS	405				hypothetical protein
PLMJLKIP_00730	CDS	189				hypothetical protein
PLMJLKIP_00731	CDS	801				hypothetical protein
PLMJLKIP_00732	CDS	3045				hypothetical protein
PLMJLKIP_00733	CDS	615				hypothetical protein
PLMJLKIP_00734	CDS	1203				hypothetical protein
PLMJLKIP_00735	CDS	585				hypothetical protein
PLMJLKIP_00736	CDS	2169				hypothetical protein
PLMJLKIP_00737	CDS	663				hypothetical protein
PLMJLKIP_00738	CDS	210				hypothetical protein
PLMJLKIP_00739	CDS	177				hypothetical protein
PLMJLKIP_00740	CDS	96				hypothetical protein
PLMJLKIP_00741	CDS	252				hypothetical protein
PLMJLKIP_00742	CDS	156	pndA			Protein PndA
PLMJLKIP_00743	CDS	954				hypothetical protein
PLMJLKIP_00744	CDS	1209				hypothetical protein
PLMJLKIP_00745	CDS	1071				hypothetical protein
PLMJLKIP_00746	CDS	2292				hypothetical protein
PLMJLKIP_00747	CDS	2700				hypothetical protein
PLMJLKIP_00748	CDS	333				hypothetical protein
PLMJLKIP_00749	CDS	336				hypothetical protein
PLMJLKIP_00750	CDS	849				hypothetical protein
PLMJLKIP_00751	CDS	252				hypothetical protein
PLMJLKIP_00752	CDS	258				hypothetical protein
PLMJLKIP_00753	CDS	891				ISNCY family transposase ISSen7
PLMJLKIP_00754	CDS	267				hypothetical protein
PLMJLKIP_00755	CDS	435				hypothetical protein
PLMJLKIP_00756	CDS	501				hypothetical protein
PLMJLKIP_00757	CDS	597				hypothetical protein
PLMJLKIP_00758	CDS	720				hypothetical protein
PLMJLKIP_00759	CDS	399	psiB_2			Protein PsiB
PLMJLKIP_00760	CDS	921				ISNCY family transposase ISRor2
PLMJLKIP_00761	CDS	1281				hypothetical protein
PLMJLKIP_00762	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
PLMJLKIP_00763	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
PLMJLKIP_00764	CDS	258				hypothetical protein
PLMJLKIP_00765	CDS	972	yjiK		COG3204	putative protein YjiK
PLMJLKIP_00766	CDS	1179				hypothetical protein
